"TARGET_ID";"TREE_LEVEL";"TREE_PATH";"STAGING_PATH";"STAGING_DIMENSION";"C_NAME";"STARTDATE_STAGING_PATH";"ENDDATE_STAGING_PATH";"VISUALATTRIBUTES";"C_BASECODE";"C_METADATAXML";"C_COLUMNDATATYPE";"C_OPERATOR";"C_COMMENT";"C_TOOLTIP";"UPDATE_DATE";"DOWNLOAD_DATE";"IMPORT_DATE";"SOURCESYSTEM_CD";"VALUETYPE_CD";"M_APPLIED_PATH"
"0";"3";"\i2b2\customNode_1\t_18_MCH_F1\30.6\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_18_MCH_F1\30.6\";"concept_dimension";"30.6";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_18_MCH_F1:30.6";"null";"T";"null";"null";"30.6";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_18_MCH_F1\31.7\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_18_MCH_F1\31.7\";"concept_dimension";"31.7";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_18_MCH_F1:31.7";"null";"T";"null";"null";"31.7";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_18_MCH_F1\32\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_18_MCH_F1\32\";"concept_dimension";"32";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_18_MCH_F1:32";"null";"T";"null";"null";"32";;;;"null";"null";"@"
"0";"2";"\i2b2\customNode_1\t_19_MCHC_F1\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_19_MCHC_F1\";"concept_dimension";"t_19_MCHC_F1";;;"FA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_19_MCHC_F1";"null";"T";"null";"null";"t_19_MCHC_F1";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_19_MCHC_F1\33.9\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_19_MCHC_F1\33.9\";"concept_dimension";"33.9";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_19_MCHC_F1:33.9";"null";"T";"null";"null";"33.9";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_19_MCHC_F1\34.4\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_19_MCHC_F1\34.4\";"concept_dimension";"34.4";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_19_MCHC_F1:34.4";"null";"T";"null";"null";"34.4";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_19_MCHC_F1\34.7\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_19_MCHC_F1\34.7\";"concept_dimension";"34.7";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_19_MCHC_F1:34.7";"null";"T";"null";"null";"34.7";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_19_MCHC_F1\35.4\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_19_MCHC_F1\35.4\";"concept_dimension";"35.4";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_19_MCHC_F1:35.4";"null";"T";"null";"null";"35.4";;;;"null";"null";"@"
"0";"2";"\i2b2\customNode_1\t_20_MCV_F1\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_20_MCV_F1\";"concept_dimension";"t_20_MCV_F1";;;"FA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_20_MCV_F1";"null";"T";"null";"null";"t_20_MCV_F1";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_20_MCV_F1\81\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_20_MCV_F1\81\";"concept_dimension";"81";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_20_MCV_F1:81";"null";"T";"null";"null";"81";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_20_MCV_F1\85\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_20_MCV_F1\85\";"concept_dimension";"85";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_20_MCV_F1:85";"null";"T";"null";"null";"85";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_20_MCV_F1\89\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_20_MCV_F1\89\";"concept_dimension";"89";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_20_MCV_F1:89";"null";"T";"null";"null";"89";;;;"null";"null";"@"
"0";"3";"\i2b2\customNode_1\t_20_MCV_F1\90\";"\i2b2\PD\i2b2_F1_out_output_sorted.PID\t_20_MCV_F1\90\";"concept_dimension";"90";;;"LA ";"|i2b2|PD|i2b2_F1_out_output_sorted.PID|t_20_MCV_F1:90";"null";"T";"null";"null";"90";;;;"null";"null";"@"
